,pclass,survived,gender,age,sibsp,parch,fare,cabin,embarked,boat,body,home.dest
0,1,1,female,29.0,0,0,211.34,B5,S,2,,"St Louis, MO"
1,1,1,male,0.9167,1,2,151.55,C22 C26,S,11,,"Montreal, PQ / Chesterville, ON"
2,1,0,female,2.0,1,2,151.55,C22 C26,S,,,"Montreal, PQ / Chesterville, ON"
3,1,0,male,30.0,1,2,151.55,C22 C26,S,,135.0,"Montreal, PQ / Chesterville, ON"
4,1,0,female,25.0,1,2,151.55,C22 C26,S,,,"Montreal, PQ / Chesterville, ON"
5,1,1,male,48.0,0,0,26.55,E12,S,3,,"New York, NY"
6,1,1,female,63.0,1,0,77.96,D7,S,10,,"Hudson, NY"
7,1,0,male,39.0,0,0,0.0,A36,S,,,"Belfast, NI"
8,1,1,female,53.0,2,0,51.48,C101,S,D,,"Bayside, Queens, NY"
9,1,0,male,71.0,0,0,49.5,,C,,22.0,"Montevideo, Uruguay"
10,1,0,male,47.0,1,0,227.53,C62 C64,C,,124.0,"New York, NY"
11,1,1,female,18.0,1,0,227.53,C62 C64,C,4,,"New York, NY"
12,1,1,female,24.0,0,0,69.3,B35,C,9,,"Paris, France"
13,1,1,female,26.0,0,0,78.85,,S,6,,
14,1,1,male,80.0,0,0,30.0,A23,S,B,,"Hessle, Yorks"
15,1,0,male,,0,0,25.93,,S,,,"New York, NY"
16,1,0,male,24.0,0,1,247.52,B58 B60,C,,,"Montreal, PQ"
17,1,1,female,50.0,0,1,247.52,B58 B60,C,6,,"Montreal, PQ"
18,1,1,female,32.0,0,0,76.29,D15,C,8,,
19,1,0,male,36.0,0,0,75.24,C6,C,A,,"Winnipeg, MN"
20,1,1,male,37.0,1,1,52.55,D35,S,5,,"New York, NY"
21,1,1,female,47.0,1,1,52.55,D35,S,5,,"New York, NY"
22,1,1,male,26.0,0,0,30.0,C148,C,5,,"New York, NY"
23,1,1,female,42.0,0,0,227.53,,C,4,,
24,1,1,female,29.0,0,0,221.78,C97,S,8,,
25,1,0,male,25.0,0,0,26.0,,C,,148.0,"San Francisco, CA"
26,1,1,male,25.0,1,0,91.08,B49,C,7,,"Dowagiac, MI"
27,1,1,female,19.0,1,0,91.08,B49,C,7,,"Dowagiac, MI"
28,1,1,female,35.0,0,0,135.63,C99,S,8,,
29,1,1,male,28.0,0,0,26.55,C52,S,D,,"Stockholm, Sweden / Washington, DC"
30,1,0,male,45.0,0,0,35.5,T,S,,,"Trenton, NJ"
31,1,1,male,40.0,0,0,31.0,A31,C,7,,"Glen Ridge, NJ"
32,1,1,female,30.0,0,0,164.87,C7,S,8,,"Youngstown, OH"
33,1,1,female,58.0,0,0,26.55,C103,S,8,,"Birkdale, England Cleveland, Ohio"
34,1,0,male,42.0,0,0,26.55,D22,S,,,"London / Winnipeg, MB"
35,1,1,female,45.0,0,0,262.38,,C,4,,"Cooperstown, NY"
36,1,1,female,22.0,0,1,55.0,E33,S,6,,"St Leonards-on-Sea, England Ohio"
37,1,1,male,,0,0,26.55,,S,9,,"Los Angeles, CA"
38,1,0,male,41.0,0,0,30.5,A21,S,,,"Pomeroy, WA"
39,1,0,male,48.0,0,0,50.5,B10,C,,208.0,"Omaha, NE"
40,1,0,male,,0,0,39.6,,C,,,"Philadelphia, PA"
41,1,1,female,44.0,0,0,27.72,B4,C,6,,"Denver, CO"
42,1,1,female,59.0,2,0,51.48,C101,S,D,,"Belmont, MA"
43,1,1,female,60.0,0,0,76.29,D15,C,8,,"Philadelphia, PA"
44,1,1,female,41.0,0,0,134.5,E40,C,3,,
45,1,0,male,45.0,0,0,26.55,B38,S,,,"Washington, DC"
46,1,0,male,,0,0,31.0,,S,,,
47,1,1,male,42.0,0,0,26.29,E24,S,5,,"New York, NY"
48,1,1,female,53.0,0,0,27.45,,C,6,,"Washington, DC"
49,1,1,male,36.0,0,1,512.33,B51 B53 B55,C,3,,"Austria-Hungary / Germantown, Philadelphia, PA"
50,1,1,female,58.0,0,1,512.33,B51 B53 B55,C,3,,"Germantown, Philadelphia, PA"
51,1,0,male,33.0,0,0,5.0,B51 B53 B55,S,,,"New York, NY"
52,1,0,male,28.0,0,0,47.1,,S,,,"Montevideo, Uruguay"
53,1,0,male,17.0,0,0,47.1,,S,,,"Montevideo, Uruguay"
54,1,1,male,11.0,1,2,120.0,B96 B98,S,4,,"Bryn Mawr, PA"
55,1,1,female,14.0,1,2,120.0,B96 B98,S,4,,"Bryn Mawr, PA"
56,1,1,male,36.0,1,2,120.0,B96 B98,S,C,,"Bryn Mawr, PA"
57,1,1,female,36.0,1,2,120.0,B96 B98,S,4,,"Bryn Mawr, PA"
58,1,0,male,49.0,0,0,26.0,,S,,,"Ascot, Berkshire / Rochester, NY"
59,1,1,female,,0,0,27.72,,C,5,,"New York, NY"
60,1,0,male,36.0,1,0,78.85,C46,S,,172.0,"Little Onn Hall, Staffs"
61,1,1,female,76.0,1,0,78.85,C46,S,6,,"Little Onn Hall, Staffs"
62,1,0,male,46.0,1,0,61.18,E31,S,,,"Amenia, ND"
63,1,1,female,47.0,1,0,61.18,E31,S,4,,"Amenia, ND"
64,1,1,male,27.0,1,0,53.1,E8,S,5,,"New York, NY / Ithaca, NY"
65,1,1,female,33.0,1,0,53.1,E8,S,5,,"New York, NY / Ithaca, NY"
66,1,1,female,36.0,0,0,262.38,B61,C,4,,
67,1,1,female,30.0,0,0,86.5,B77,S,8,,"London, England"
68,1,1,male,45.0,0,0,29.7,A9,C,7,,"Paris, France"
69,1,1,female,,0,1,55.0,E33,S,6,,"St Leonards-on-Sea, England Ohio"
70,1,0,male,,0,0,0.0,,S,,,"Liverpool, England / Belfast"
71,1,0,male,27.0,1,0,136.78,C89,C,,,"Los Angeles, CA"
72,1,1,female,26.0,1,0,136.78,C89,C,4,,"Los Angeles, CA"
73,1,1,female,22.0,0,0,151.55,,S,11,,
74,1,0,male,,0,0,52.0,A14,S,,,"Stoughton, MA"
75,1,0,male,47.0,0,0,25.59,E58,S,,,"Victoria, BC"
76,1,1,female,39.0,1,1,83.16,E49,C,14,,"Lakewood, NJ"
77,1,0,male,37.0,1,1,83.16,E52,C,,,"Lakewood, NJ"
78,1,1,female,64.0,0,2,83.16,E45,C,14,,"Lakewood, NJ"
79,1,1,female,55.0,2,0,25.7,C101,S,2,,"New York, NY"
80,1,0,male,,0,0,26.55,,S,,,"Roachdale, IN"
81,1,0,male,70.0,1,1,71.0,B22,S,,269.0,"Milwaukee, WI"
82,1,1,female,36.0,0,2,71.0,B22,S,7,,"Milwaukee, WI"
83,1,1,female,64.0,1,1,26.55,B26,S,7,,"Milwaukee, WI"
84,1,0,male,39.0,1,0,71.28,C85,C,,,"New York, NY"
85,1,1,female,38.0,1,0,71.28,C85,C,4,,"New York, NY"
86,1,1,male,51.0,0,0,26.55,E17,S,5 9,,"Lima, Peru"
87,1,1,male,27.0,0,0,30.5,,S,3,,"Philadelphia, PA"
88,1,1,female,33.0,0,0,151.55,,S,8,,
89,1,0,male,31.0,1,0,52.0,B71,S,,,"Montreal, PQ"
90,1,1,female,27.0,1,2,52.0,B71,S,3,,"Montreal, PQ"
91,1,1,male,31.0,1,0,57.0,B20,S,3,,"Calgary, AB"
92,1,1,female,17.0,1,0,57.0,B20,S,3,,"Calgary, AB"
93,1,1,male,53.0,1,1,81.86,A34,S,13,,"San Francisco, CA"
94,1,1,male,4.0,0,2,81.86,A34,S,5,,"San Francisco, CA"
95,1,1,female,54.0,1,1,81.86,A34,S,5,,"San Francisco, CA"
96,1,0,male,50.0,1,0,106.43,C86,C,,62.0,"Deephaven, MN / Cedar Rapids, IA"
97,1,1,female,27.0,1,1,247.52,B58 B60,C,6,,"Montreal, PQ"
98,1,1,female,48.0,1,0,106.43,C86,C,2,,"Deephaven, MN / Cedar Rapids, IA"
99,1,1,female,48.0,1,0,39.6,A16,C,1,,London / Paris
100,1,1,male,49.0,1,0,56.93,A20,C,1,,London / Paris
101,1,0,male,39.0,0,0,29.7,A18,C,,133.0,"Philadelphia, PA"
102,1,1,female,23.0,0,1,83.16,C54,C,7,,"Mt Airy, Philadelphia, PA"
103,1,1,female,38.0,0,0,227.53,C45,C,4,,"New York, NY"
104,1,1,female,54.0,1,0,78.27,D20,C,4,,"Brookline, MA"
105,1,0,female,36.0,0,0,31.68,A29,C,,,"New York, NY"
106,1,0,male,,0,0,221.78,C95,S,,,
107,1,1,female,,0,0,31.68,,S,7,,"New York, NY"
108,1,1,female,,0,0,110.88,,C,4,,
109,1,1,male,36.0,0,0,26.39,E25,S,5,,"Brooklyn, NY"
110,1,0,male,30.0,0,0,27.75,C111,C,,,"New York, NY"
111,1,1,female,24.0,3,2,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
112,1,1,female,28.0,3,2,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
113,1,1,female,23.0,3,2,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
114,1,0,male,19.0,3,2,263.0,C23 C25 C27,S,,,"Winnipeg, MB"
115,1,0,male,64.0,1,4,263.0,C23 C25 C27,S,,,"Winnipeg, MB"
116,1,1,female,60.0,1,4,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
117,1,1,female,30.0,0,0,56.93,E36,C,1,,
118,1,0,male,,0,0,26.55,D34,S,,,"Westcliff-on-Sea, Essex"
119,1,1,male,50.0,2,0,133.65,,S,5,,"New York, NY"
120,1,1,male,43.0,1,0,27.72,D40,C,5,,"New York, NY"
121,1,1,female,,1,0,133.65,,S,5,,"New York, NY"
122,1,1,female,22.0,0,2,49.5,B39,C,5,,"Zurich, Switzerland"
123,1,1,male,60.0,1,1,79.2,B41,C,5,,"Zurich, Switzerland"
124,1,1,female,48.0,1,1,79.2,B41,C,5,,"Zurich, Switzerland"
125,1,0,male,,0,0,0.0,B102,S,,,
126,1,0,male,37.0,1,0,53.1,C123,S,,,"Scituate, MA"
127,1,1,female,35.0,1,0,53.1,C123,S,D,,"Scituate, MA"
128,1,0,male,47.0,0,0,38.5,E63,S,,275.0,"St Anne's-on-Sea, Lancashire"
129,1,1,female,35.0,0,0,211.5,C130,C,4,,
130,1,1,female,22.0,0,1,59.4,,C,7,,"New York, NY"
131,1,1,female,45.0,0,1,59.4,,C,7,,"New York, NY"
132,1,0,male,24.0,0,0,79.2,B86,C,,,
133,1,1,male,49.0,1,0,89.1,C92,C,5,,"Paris, France / New York, NY"
134,1,1,female,,1,0,89.1,C92,C,5,,"Paris, France / New York, NY"
135,1,0,male,71.0,0,0,34.65,A5,C,,,"New York, NY"
136,1,1,male,53.0,0,0,28.5,C51,C,B,,"Washington, DC"
137,1,1,female,19.0,0,0,30.0,B42,S,3,,"Greenwich, CT"
138,1,0,male,38.0,0,1,153.46,C91,S,,147.0,"Winnipeg, MB"
139,1,1,female,58.0,0,1,153.46,C125,S,3,,"Greenwich, CT"
140,1,1,male,23.0,0,1,63.36,D10 D12,C,7,,"New York, NY"
141,1,1,female,45.0,0,1,63.36,D10 D12,C,7,,"New York, NY"
142,1,0,male,46.0,0,0,79.2,B82 B84,C,,,"New York, NY"
143,1,1,male,25.0,1,0,55.44,E50,C,5,,"Brooklyn, NY"
144,1,1,female,25.0,1,0,55.44,E50,C,5,,"Brooklyn, NY"
145,1,1,male,48.0,1,0,76.73,D33,C,3,,"New York, NY"
146,1,1,female,49.0,1,0,76.73,D33,C,3,,"New York, NY"
147,1,0,male,,0,0,42.4,,S,,,
148,1,0,male,45.0,1,0,83.48,C83,S,,,"New York, NY"
149,1,1,female,35.0,1,0,83.48,C83,S,D,,"New York, NY"
150,1,0,male,40.0,0,0,0.0,B94,S,,110.0,
151,1,1,male,27.0,0,0,76.73,D49,C,3,,
152,1,1,male,,0,0,30.0,D45,S,3,,"Kingston, Surrey"
153,1,1,female,24.0,0,0,83.16,C54,C,7,,"New York, NY"
154,1,0,male,55.0,1,1,93.5,B69,S,,307.0,"Montreal, PQ"
155,1,1,female,52.0,1,1,93.5,B69,S,3,,"Montreal, PQ"
156,1,0,male,42.0,0,0,42.5,B11,S,,,London / Middlesex
157,1,0,male,,0,0,51.86,E46,S,,,"Brighton, MA"
158,1,0,male,55.0,0,0,50.0,C39,S,,,London / Birmingham
159,1,1,female,16.0,0,1,57.98,B18,C,4,,"Chicago, IL"
160,1,1,female,44.0,0,1,57.98,B18,C,4,,"Chicago, IL"
161,1,1,female,51.0,1,0,77.96,D11,S,10,,"Hudson, NY"
162,1,0,male,42.0,1,0,52.0,,S,,38.0,"New York, NY"
163,1,1,female,35.0,1,0,52.0,,S,8,,"New York, NY"
164,1,1,male,35.0,0,0,26.55,,C,15,,"Indianapolis, IN"
165,1,1,male,38.0,1,0,90.0,C93,S,D,,"New York, NY /  Stamford CT"
166,1,0,male,,0,0,30.7,,C,14,,"New York, NY"
167,1,1,female,35.0,1,0,90.0,C93,S,D,,"New York, NY /  Stamford CT"
168,1,1,female,38.0,0,0,80.0,B28,,6,,
169,1,0,female,50.0,0,0,28.71,C49,C,,,"Paris, France New York, NY"
170,1,1,male,49.0,0,0,0.0,B52 B54 B56,S,C,,Liverpool
171,1,0,male,46.0,0,0,26.0,,S,,80.0,"Bennington, VT"
172,1,0,male,50.0,0,0,26.0,E60,S,,,London
173,1,0,male,32.5,0,0,211.5,C132,C,,45.0,
174,1,0,male,58.0,0,0,29.7,B37,C,,258.0,"Buffalo, NY"
175,1,0,male,41.0,1,0,51.86,D21,S,,,"Southington / Noank, CT"
176,1,1,female,,1,0,51.86,D21,S,8,,"Southington / Noank, CT"
177,1,1,male,42.0,1,0,52.55,D19,S,5,,"Boston, MA"
178,1,1,female,45.0,1,0,52.55,D19,S,5,,"Boston, MA"
179,1,0,male,,0,0,26.55,C124,S,,,"Portland, OR"
180,1,1,female,39.0,0,0,211.34,,S,2,,
181,1,1,female,49.0,0,0,25.93,D17,S,8,,"New York, NY"
182,1,1,female,30.0,0,0,106.43,,C,2,,
183,1,1,male,35.0,0,0,512.33,B101,C,3,,
184,1,0,male,,0,0,27.72,,C,,,"Chicago, IL"
185,1,0,male,42.0,0,0,26.55,,S,,,"Stockholm, Sweden"
186,1,1,female,55.0,0,0,27.72,,C,6,,"Stockholm, Sweden"
187,1,1,female,16.0,0,1,39.4,D28,S,9,,"Paris, France"
188,1,1,female,51.0,0,1,39.4,D28,S,9,,"Paris, France"
189,1,0,male,29.0,0,0,30.0,D6,S,,126.0,"Springfield, MA"
190,1,1,female,21.0,0,0,77.96,D9,S,10,,"Hudson, NY"
191,1,0,male,30.0,0,0,45.5,,S,,,"London / New York, NY"
192,1,1,female,58.0,0,0,146.52,B80,C,,,
193,1,1,female,15.0,0,1,211.34,B5,S,2,,"St Louis, MO"
194,1,0,male,30.0,0,0,26.0,C106,S,,,"Brockton, MA"
195,1,1,female,16.0,0,0,86.5,B79,S,8,,
196,1,1,male,,0,0,29.7,C47,C,7,,"Paris, France"
197,1,0,male,19.0,1,0,53.1,D30,S,,,"New York, NY"
198,1,1,female,18.0,1,0,53.1,D30,S,10,,"New York, NY"
199,1,1,female,24.0,0,0,49.5,C90,C,6,,"Belgium  Montreal, PQ"
200,1,0,male,46.0,0,0,75.24,C6,C,,292.0,"Vancouver, BC"
201,1,0,male,54.0,0,0,51.86,E46,S,,175.0,"Dorchester, MA"
202,1,1,male,36.0,0,0,26.29,E25,S,7,,"Philadelphia, PA"
203,1,0,male,28.0,1,0,82.17,,C,,,"New York, NY"
204,1,1,female,,1,0,82.17,,C,6,,"New York, NY"
205,1,0,male,65.0,0,0,26.55,E38,S,,249.0,"East Bridgewater, MA"
206,1,0,male,44.0,2,0,90.0,C78,Q,,230.0,"Fond du Lac, WI"
207,1,1,female,33.0,1,0,90.0,C78,Q,14,,"Green Bay, WI"
208,1,1,female,37.0,1,0,90.0,C78,Q,14,,"Fond du Lac, WI"
209,1,1,male,30.0,1,0,57.75,C78,C,11,,"New York, NY"
210,1,0,male,55.0,0,0,30.5,C30,S,,,"Montreal, PQ"
211,1,0,male,47.0,0,0,42.4,,S,,,"Washington, DC"
212,1,0,male,37.0,0,1,29.7,C118,C,,,"Brooklyn, NY"
213,1,1,female,31.0,1,0,113.28,D36,C,6,,"Lexington, MA"
214,1,1,female,23.0,1,0,113.28,D36,C,6,,"Lexington, MA"
215,1,0,male,58.0,0,2,113.28,D48,C,,122.0,"Lexington, MA"
216,1,1,female,19.0,0,2,26.28,D47,S,5,,"New York, NY"
217,1,0,male,64.0,0,0,26.0,,S,,263.0,"Isle of Wight, England"
218,1,1,female,39.0,0,0,108.9,C105,C,8,,
219,1,1,male,,0,0,25.74,,C,7,,"Paris, France"
220,1,1,female,22.0,0,1,61.98,B36,C,5,,"Providence, RI"
221,1,0,male,65.0,0,1,61.98,B30,C,,234.0,"Providence, RI"
222,1,0,male,28.5,0,0,27.72,D43,C,,189.0,"?Havana, Cuba"
223,1,0,male,,0,0,0.0,,S,,,Belfast
224,1,0,male,45.5,0,0,28.5,C124,S,,166.0,"Surbiton Hill, Surrey"
225,1,0,male,23.0,0,0,93.5,B24,S,,,"Montreal, PQ"
226,1,0,male,29.0,1,0,66.6,C2,S,,,"Isleworth, England"
227,1,1,female,22.0,1,0,66.6,C2,S,8,,"Isleworth, England"
228,1,0,male,18.0,1,0,108.9,C65,C,,,"Madrid, Spain"
229,1,1,female,17.0,1,0,108.9,C65,C,8,,"Madrid, Spain"
230,1,1,female,30.0,0,0,93.5,B73,S,3,,
231,1,1,male,52.0,0,0,30.5,C104,S,6,,"Toronto, ON"
232,1,0,male,47.0,0,0,52.0,C110,S,,207.0,"Worcester, MA"
233,1,1,female,56.0,0,1,83.16,C50,C,7,,"Mt Airy, Philadelphia, PA"
234,1,0,male,38.0,0,0,0.0,,S,,,"Rotterdam, Netherlands"
235,1,1,male,,0,0,39.6,,S,A,,"Paris /  New York, NY"
236,1,0,male,22.0,0,0,135.63,,C,,232.0,
237,1,0,male,,0,0,227.53,,C,,,
238,1,1,female,43.0,0,1,211.34,B3,S,2,,"St Louis, MO"
239,1,0,male,31.0,0,0,50.5,A24,S,,,"Trenton, NJ"
240,1,1,male,45.0,0,0,26.55,,S,9,,"New York, NY"
241,1,0,male,,0,0,50.0,A32,S,,,"Seattle, WA"
242,1,1,female,33.0,0,0,27.72,A11,C,11,,"Paris, France"
243,1,0,male,46.0,0,0,79.2,,C,,16.0,"New York, NY"
244,1,0,male,36.0,0,0,40.13,A10,C,,,"Winnipeg, MB"
245,1,1,female,33.0,0,0,86.5,B77,S,8,,"London  Vancouver, BC"
246,1,0,male,55.0,1,0,59.4,,C,,,"New York, NY"
247,1,1,female,54.0,1,0,59.4,,C,6,,"New York, NY"
248,1,0,male,33.0,0,0,26.55,,S,,109.0,London
249,1,1,male,13.0,2,2,262.38,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
250,1,1,female,18.0,2,2,262.38,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
251,1,1,female,21.0,2,2,262.38,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
252,1,0,male,61.0,1,3,262.38,B57 B59 B63 B66,C,,,"Haverford, PA / Cooperstown, NY"
253,1,1,female,48.0,1,3,262.38,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
254,1,1,male,,0,0,30.5,C106,S,3,,"Manchester, England"
255,1,1,female,24.0,0,0,69.3,B35,C,9,,
256,1,1,male,,0,0,26.0,,S,1,,"New York, NY"
257,1,1,female,35.0,1,0,57.75,C28,C,11,,"New York, NY"
258,1,1,female,30.0,0,0,31.0,,C,4,,
259,1,1,male,34.0,0,0,26.55,,S,7,,"New York, NY"
260,1,1,female,40.0,0,0,153.46,C125,S,3,,"New York, NY / Greenwich CT"
261,1,1,male,35.0,0,0,26.29,E24,S,5,,"St Louis, MO"
262,1,0,male,50.0,1,0,55.9,E44,S,,,"Duluth, MN"
263,1,1,female,39.0,1,0,55.9,E44,S,11,,"Duluth, MN"
264,1,1,male,56.0,0,0,35.5,A26,C,3,,"Basel, Switzerland"
265,1,1,male,28.0,0,0,35.5,A6,S,7,,"New Britain, CT"
266,1,0,male,56.0,0,0,26.55,,S,,,"New York, NY"
267,1,0,male,56.0,0,0,30.7,A7,C,,,"St James, Long Island, NY"
268,1,0,male,24.0,1,0,60.0,C31,S,,,"Huntington, WV"
269,1,0,male,,0,0,26.0,A19,S,,,"Streatham, Surrey"
270,1,1,female,18.0,1,0,60.0,C31,S,6,,"Huntington, WV"
271,1,1,male,24.0,1,0,82.27,B45,S,7,,"Minneapolis, MN"
272,1,1,female,23.0,1,0,82.27,B45,S,7,,"Minneapolis, MN"
273,1,1,male,6.0,0,2,134.5,E34,C,3,,"Tuxedo Park, NY"
274,1,1,male,45.0,1,1,134.5,E34,C,3,,"Tuxedo Park, NY"
275,1,1,female,40.0,1,1,134.5,E34,C,3,,"Tuxedo Park, NY"
276,1,0,male,57.0,1,0,146.52,B78,C,,,"Paris, France"
277,1,1,female,,1,0,146.52,B78,C,6,,"Paris, France"
278,1,1,male,32.0,0,0,30.5,B50,C,3,,"Basel, Switzerland"
279,1,0,male,62.0,0,0,26.55,C87,S,,,"Wimbledon Park, London / Hayling Island, Hants"
280,1,1,male,54.0,1,0,55.44,C116,C,1,,"Newark, NJ"
281,1,1,female,43.0,1,0,55.44,C116,C,5,,"Newark, NJ"
282,1,1,female,52.0,1,0,78.27,D20,C,4,,"Haverford, PA"
283,1,0,male,,0,0,27.72,,C,,,"Gallipolis, Ohio / ? Paris / New York"
284,1,1,female,62.0,0,0,80.0,B28,,6,,"Cincinatti, OH"
